"","X","Participant.Private.ID","Participant.Status","Task.Name","branch.53l8","display","Trial.Number","Reaction.Time","Attempt","Correct","valid","trial_type","music_reading_ability"
"1692",21822,5630882,"complete","block b","nonreaders","trial",13,3230.4,1,0,"neutral","neutral","nonreaders"
"1693",21834,5630882,"complete","block b","nonreaders","trial",14,5172.4,1,1,"invalid","invalid","nonreaders"
"1694",21846,5630882,"complete","block b","nonreaders","trial",15,2644.2,1,0,"valid","valid","nonreaders"
"1695",21858,5630882,"complete","block b","nonreaders","trial",16,3255.2,1,1,"valid","valid","nonreaders"
"1696",21870,5630882,"complete","block b","nonreaders","trial",17,4373.1,1,1,"valid","valid","nonreaders"
"1697",21882,5630882,"complete","block b","nonreaders","trial",18,3592,1,1,"neutral","neutral","nonreaders"
"1698",21894,5630882,"complete","block b","nonreaders","trial",19,2662,1,1,"neutral","neutral","nonreaders"
"1699",21906,5630882,"complete","block b","nonreaders","trial",20,2040.9,1,0,"invalid","invalid","nonreaders"
"1700",21918,5630882,"complete","block b","nonreaders","trial",21,943.3,1,1,"valid","valid","nonreaders"
"1701",21930,5630882,"complete","block b","nonreaders","trial",22,1104.7,1,1,"invalid","invalid","nonreaders"
"1702",21942,5630882,"complete","block b","nonreaders","trial",23,3477.2,1,1,"invalid","invalid","nonreaders"
"1703",21972,5629196,"complete","block b","nonreaders","trial",1,1284.8,1,1,"valid","valid","nonreaders"
"1704",21984,5629196,"complete","block b","nonreaders","trial",2,1784.2,1,1,"invalid","invalid","nonreaders"
"1705",21996,5629196,"complete","block b","nonreaders","trial",3,3698,1,0,"invalid","invalid","nonreaders"
"1706",22008,5629196,"complete","block b","nonreaders","trial",4,2252.5,1,1,"neutral","neutral","nonreaders"
"1707",22020,5629196,"complete","block b","nonreaders","trial",5,2057.9,1,1,"neutral","neutral","nonreaders"
"1708",22032,5629196,"complete","block b","nonreaders","trial",6,1956.2,1,0,"valid","valid","nonreaders"
"1709",22044,5629196,"complete","block b","nonreaders","trial",7,1357.5,1,0,"valid","valid","nonreaders"
"1710",22056,5629196,"complete","block b","nonreaders","trial",8,2244.4,1,1,"valid","valid","nonreaders"
"1711",22068,5629196,"complete","block b","nonreaders","trial",9,2238,1,0,"valid","valid","nonreaders"
"1712",22080,5629196,"complete","block b","nonreaders","trial",10,2782.6,1,0,"invalid","invalid","nonreaders"
"1713",22092,5629196,"complete","block b","nonreaders","trial",11,2957.8,1,1,"valid","valid","nonreaders"
"1714",22104,5629196,"complete","block b","nonreaders","trial",12,2292.8,1,1,"neutral","neutral","nonreaders"
"1715",22116,5629196,"complete","block b","nonreaders","trial",13,2008.8,1,1,"valid","valid","nonreaders"
"1716",22128,5629196,"complete","block b","nonreaders","trial",14,5234.2,1,0,"valid","valid","nonreaders"
"1717",22140,5629196,"complete","block b","nonreaders","trial",15,2633.2,1,0,"valid","valid","nonreaders"
"1718",22152,5629196,"complete","block b","nonreaders","trial",16,1898.2,1,0,"valid","valid","nonreaders"
"1719",22164,5629196,"complete","block b","nonreaders","trial",17,3365.1,1,1,"valid","valid","nonreaders"
"1720",22176,5629196,"complete","block b","nonreaders","trial",18,1691.7,1,0,"valid","valid","nonreaders"
"1721",22188,5629196,"complete","block b","nonreaders","trial",19,2898,1,1,"neutral","neutral","nonreaders"
"1722",22200,5629196,"complete","block b","nonreaders","trial",20,2426.1,1,1,"valid","valid","nonreaders"
"1723",22212,5629196,"complete","block b","nonreaders","trial",21,2801.2,1,1,"valid","valid","nonreaders"
"1724",22224,5629196,"complete","block b","nonreaders","trial",22,3002,1,0,"invalid","invalid","nonreaders"
"1725",22236,5629196,"complete","block b","nonreaders","trial",23,1997.6,1,1,"valid","valid","nonreaders"
"1726",22266,5628433,"complete","block b","nonreaders","trial",1,2924.2,1,1,"valid","valid","nonreaders"
"1727",22278,5628433,"complete","block b","nonreaders","trial",2,3427.2,1,1,"valid","valid","nonreaders"
"1728",22290,5628433,"complete","block b","nonreaders","trial",3,4343.7,1,1,"valid","valid","nonreaders"
"1729",22302,5628433,"complete","block b","nonreaders","trial",4,2162.3,1,0,"valid","valid","nonreaders"
"1730",22314,5628433,"complete","block b","nonreaders","trial",5,2308.5,1,1,"valid","valid","nonreaders"
"1731",22326,5628433,"complete","block b","nonreaders","trial",6,3070.2,1,0,"invalid","invalid","nonreaders"
"1732",22338,5628433,"complete","block b","nonreaders","trial",7,3815.1,1,1,"invalid","invalid","nonreaders"
"1733",22350,5628433,"complete","block b","nonreaders","trial",8,3618.7,1,1,"invalid","invalid","nonreaders"
"1734",22362,5628433,"complete","block b","nonreaders","trial",9,1317.4,1,0,"valid","valid","nonreaders"
"1735",22374,5628433,"complete","block b","nonreaders","trial",10,3202.3,1,0,"valid","valid","nonreaders"
"1736",22386,5628433,"complete","block b","nonreaders","trial",11,2524.3,1,0,"neutral","neutral","nonreaders"
"1737",22398,5628433,"complete","block b","nonreaders","trial",12,2733.7,1,1,"valid","valid","nonreaders"
"1738",22410,5628433,"complete","block b","nonreaders","trial",13,4284.3,1,1,"invalid","invalid","nonreaders"
"1739",22422,5628433,"complete","block b","nonreaders","trial",14,2203.8,1,1,"neutral","neutral","nonreaders"
"1740",22434,5628433,"complete","block b","nonreaders","trial",15,2930.7,1,0,"valid","valid","nonreaders"
"1741",22446,5628433,"complete","block b","nonreaders","trial",16,3062,1,1,"valid","valid","nonreaders"
"1742",22458,5628433,"complete","block b","nonreaders","trial",17,2636.8,1,1,"valid","valid","nonreaders"
"1743",22470,5628433,"complete","block b","nonreaders","trial",18,2360.1,1,0,"valid","valid","nonreaders"
"1744",22482,5628433,"complete","block b","nonreaders","trial",19,2689.1,1,1,"valid","valid","nonreaders"
"1745",22494,5628433,"complete","block b","nonreaders","trial",20,1645.8,1,0,"neutral","neutral","nonreaders"
"1746",22506,5628433,"complete","block b","nonreaders","trial",21,2918,1,0,"valid","valid","nonreaders"
"1747",22518,5628433,"complete","block b","nonreaders","trial",22,1875.8,1,1,"valid","valid","nonreaders"
"1748",22530,5628433,"complete","block b","nonreaders","trial",23,2068.1,1,0,"neutral","neutral","nonreaders"
"1749",22560,6204496,"complete","block b","nonreaders","trial",1,2403,1,1,"valid","valid","nonreaders"
"1750",22572,6204496,"complete","block b","nonreaders","trial",2,2678,1,1,"valid","valid","nonreaders"
"1751",22584,6204496,"complete","block b","nonreaders","trial",3,1236,1,1,"valid","valid","nonreaders"
"1752",22596,6204496,"complete","block b","nonreaders","trial",4,3188,1,1,"valid","valid","nonreaders"
"1753",22608,6204496,"complete","block b","nonreaders","trial",5,2400,1,0,"neutral","neutral","nonreaders"
"1754",22620,6204496,"complete","block b","nonreaders","trial",6,2313,1,1,"valid","valid","nonreaders"
"1755",22632,6204496,"complete","block b","nonreaders","trial",7,2915,1,1,"valid","valid","nonreaders"
"1756",22644,6204496,"complete","block b","nonreaders","trial",8,1544,1,1,"neutral","neutral","nonreaders"
"1757",22656,6204496,"complete","block b","nonreaders","trial",9,1453,1,1,"valid","valid","nonreaders"
"1758",22668,6204496,"complete","block b","nonreaders","trial",10,3022,1,1,"neutral","neutral","nonreaders"
"1759",22680,6204496,"complete","block b","nonreaders","trial",11,1337,1,1,"valid","valid","nonreaders"
"1760",22692,6204496,"complete","block b","nonreaders","trial",12,1783,1,0,"valid","valid","nonreaders"
"1761",22704,6204496,"complete","block b","nonreaders","trial",13,2725,1,1,"invalid","invalid","nonreaders"
"1762",22716,6204496,"complete","block b","nonreaders","trial",14,1555,1,0,"invalid","invalid","nonreaders"
"1763",22728,6204496,"complete","block b","nonreaders","trial",15,1602,1,0,"neutral","neutral","nonreaders"
"1764",22740,6204496,"complete","block b","nonreaders","trial",16,1993,1,1,"valid","valid","nonreaders"
"1765",22752,6204496,"complete","block b","nonreaders","trial",17,2251,1,0,"valid","valid","nonreaders"
"1766",22764,6204496,"complete","block b","nonreaders","trial",18,1696,1,1,"invalid","invalid","nonreaders"
"1767",22776,6204496,"complete","block b","nonreaders","trial",19,2532,1,1,"valid","valid","nonreaders"
"1768",22788,6204496,"complete","block b","nonreaders","trial",20,1407,1,1,"invalid","invalid","nonreaders"
"1769",22800,6204496,"complete","block b","nonreaders","trial",21,1211,1,1,"valid","valid","nonreaders"
"1770",22812,6204496,"complete","block b","nonreaders","trial",22,2431,1,0,"valid","valid","nonreaders"
"1771",22824,6204496,"complete","block b","nonreaders","trial",23,1803,1,1,"valid","valid","nonreaders"
"1772",22854,5693438,"complete","block b","nonreaders","trial",1,4312.5,1,0,"valid","valid","nonreaders"
"1773",22866,5693438,"complete","block b","nonreaders","trial",2,5193.5,1,1,"valid","valid","nonreaders"
"1774",22878,5693438,"complete","block b","nonreaders","trial",3,2551.9,1,1,"valid","valid","nonreaders"
"1775",22890,5693438,"complete","block b","nonreaders","trial",4,6353,1,1,"invalid","invalid","nonreaders"
"1776",22902,5693438,"complete","block b","nonreaders","trial",5,1618.6,1,1,"valid","valid","nonreaders"
"1777",22914,5693438,"complete","block b","nonreaders","trial",6,4922.9,1,0,"neutral","neutral","nonreaders"
"1778",22926,5693438,"complete","block b","nonreaders","trial",7,3472,1,0,"valid","valid","nonreaders"
"1779",22938,5693438,"complete","block b","nonreaders","trial",8,1402.6,1,1,"valid","valid","nonreaders"
"1780",22950,5693438,"complete","block b","nonreaders","trial",9,4633,1,1,"valid","valid","nonreaders"
"1781",22962,5693438,"complete","block b","nonreaders","trial",10,2311,1,0,"neutral","neutral","nonreaders"
"1782",22974,5693438,"complete","block b","nonreaders","trial",11,8117.4,1,0,"neutral","neutral","nonreaders"
"1783",22986,5693438,"complete","block b","nonreaders","trial",12,3397.8,1,1,"invalid","invalid","nonreaders"
"1784",22998,5693438,"complete","block b","nonreaders","trial",13,2998.8,1,0,"valid","valid","nonreaders"
"1785",23010,5693438,"complete","block b","nonreaders","trial",14,1281.3,1,0,"invalid","invalid","nonreaders"
"1786",23022,5693438,"complete","block b","nonreaders","trial",15,2877.9,1,0,"neutral","neutral","nonreaders"
"1787",23034,5693438,"complete","block b","nonreaders","trial",16,2236.8,1,0,"valid","valid","nonreaders"
"1788",23046,5693438,"complete","block b","nonreaders","trial",17,3581.7,1,1,"valid","valid","nonreaders"
"1789",23058,5693438,"complete","block b","nonreaders","trial",18,2151.2,1,1,"invalid","invalid","nonreaders"
"1790",23070,5693438,"complete","block b","nonreaders","trial",19,2613.7,1,1,"valid","valid","nonreaders"
"1791",23082,5693438,"complete","block b","nonreaders","trial",20,5055,1,0,"valid","valid","nonreaders"
"1792",23094,5693438,"complete","block b","nonreaders","trial",21,2004.3,1,1,"valid","valid","nonreaders"
"1793",23106,5693438,"complete","block b","nonreaders","trial",22,3081.5,1,0,"valid","valid","nonreaders"
"1794",23118,5693438,"complete","block b","nonreaders","trial",23,3199.3,1,1,"valid","valid","nonreaders"
"1795",23296,6019164,"complete","EXPERIMENT1b","nonreaders","trial",1,3242.5,1,0,"neutral","neutral","nonreaders"
"1796",23308,6019164,"complete","EXPERIMENT1b","nonreaders","trial",2,4543.1,1,0,"valid","valid","nonreaders"
"1797",23320,6019164,"complete","EXPERIMENT1b","nonreaders","trial",3,3092.2,1,1,"valid","valid","nonreaders"
"1798",23332,6019164,"complete","EXPERIMENT1b","nonreaders","trial",4,2275.1,1,1,"valid","valid","nonreaders"
"1799",23344,6019164,"complete","EXPERIMENT1b","nonreaders","trial",5,1807.4,1,1,"valid","valid","nonreaders"
"1800",23356,6019164,"complete","EXPERIMENT1b","nonreaders","trial",6,1225.2,1,0,"valid","valid","nonreaders"
"1801",23368,6019164,"complete","EXPERIMENT1b","nonreaders","trial",7,1580.1,1,0,"valid","valid","nonreaders"
"1802",23380,6019164,"complete","EXPERIMENT1b","nonreaders","trial",8,1600.7,1,1,"invalid","invalid","nonreaders"
"1803",23392,6019164,"complete","EXPERIMENT1b","nonreaders","trial",9,2162,1,0,"neutral","neutral","nonreaders"
"1804",23404,6019164,"complete","EXPERIMENT1b","nonreaders","trial",10,2523.9,1,0,"valid","valid","nonreaders"
"1805",23416,6019164,"complete","EXPERIMENT1b","nonreaders","trial",11,2044.7,1,1,"valid","valid","nonreaders"
"1806",23428,6019164,"complete","EXPERIMENT1b","nonreaders","trial",12,2714.2,1,1,"valid","valid","nonreaders"
"1807",23440,6019164,"complete","EXPERIMENT1b","nonreaders","trial",13,2820,1,0,"neutral","neutral","nonreaders"
"1808",23452,6019164,"complete","EXPERIMENT1b","nonreaders","trial",14,2023.2,1,0,"valid","valid","nonreaders"
"1809",23464,6019164,"complete","EXPERIMENT1b","nonreaders","trial",15,2287.7,1,1,"invalid","invalid","nonreaders"
"1810",23476,6019164,"complete","EXPERIMENT1b","nonreaders","trial",16,2698.7,1,1,"invalid","invalid","nonreaders"
"1811",23488,6019164,"complete","EXPERIMENT1b","nonreaders","trial",17,1295.3,1,1,"valid","valid","nonreaders"
"1812",23500,6019164,"complete","EXPERIMENT1b","nonreaders","trial",18,2732.4,1,1,"neutral","neutral","nonreaders"
"1813",23512,6019164,"complete","EXPERIMENT1b","nonreaders","trial",19,2188.2,1,0,"valid","valid","nonreaders"
"1814",23524,6019164,"complete","EXPERIMENT1b","nonreaders","trial",20,1027,1,0,"valid","valid","nonreaders"
"1815",23536,6019164,"complete","EXPERIMENT1b","nonreaders","trial",21,3521.3,1,1,"valid","valid","nonreaders"
"1816",23548,6019164,"complete","EXPERIMENT1b","nonreaders","trial",22,2000.2,1,1,"invalid","invalid","nonreaders"
"1817",23560,6019164,"complete","EXPERIMENT1b","nonreaders","trial",23,1320.3,1,1,"valid","valid","nonreaders"
"1818",23590,6019167,"complete","EXPERIMENT1b","nonreaders","trial",1,2304.3,1,1,"invalid","invalid","nonreaders"
"1819",23602,6019167,"complete","EXPERIMENT1b","nonreaders","trial",2,2322.8,1,1,"valid","valid","nonreaders"
"1820",23614,6019167,"complete","EXPERIMENT1b","nonreaders","trial",3,1955.5,1,1,"neutral","neutral","nonreaders"
"1821",23626,6019167,"complete","EXPERIMENT1b","nonreaders","trial",4,2989.8,1,1,"invalid","invalid","nonreaders"
"1822",23638,6019167,"complete","EXPERIMENT1b","nonreaders","trial",5,2106.7,1,1,"valid","valid","nonreaders"
"1823",23650,6019167,"complete","EXPERIMENT1b","nonreaders","trial",6,2855.2,1,1,"valid","valid","nonreaders"
"1824",23662,6019167,"complete","EXPERIMENT1b","nonreaders","trial",7,2423.3,1,1,"invalid","invalid","nonreaders"
"1825",23674,6019167,"complete","EXPERIMENT1b","nonreaders","trial",8,4139.7,1,0,"valid","valid","nonreaders"
"1826",23686,6019167,"complete","EXPERIMENT1b","nonreaders","trial",9,1356,1,1,"neutral","neutral","nonreaders"
"1827",23698,6019167,"complete","EXPERIMENT1b","nonreaders","trial",10,1139.8,1,1,"valid","valid","nonreaders"
"1828",23710,6019167,"complete","EXPERIMENT1b","nonreaders","trial",11,2407.3,1,0,"neutral","neutral","nonreaders"
"1829",23722,6019167,"complete","EXPERIMENT1b","nonreaders","trial",12,2557.1,1,1,"valid","valid","nonreaders"
"1830",23734,6019167,"complete","EXPERIMENT1b","nonreaders","trial",13,2240.5,1,1,"valid","valid","nonreaders"
"1831",23746,6019167,"complete","EXPERIMENT1b","nonreaders","trial",14,1674.8,1,1,"neutral","neutral","nonreaders"
"1832",23758,6019167,"complete","EXPERIMENT1b","nonreaders","trial",15,1692.1,1,1,"valid","valid","nonreaders"
"1833",23770,6019167,"complete","EXPERIMENT1b","nonreaders","trial",16,2142.1,1,0,"invalid","invalid","nonreaders"
"1834",23782,6019167,"complete","EXPERIMENT1b","nonreaders","trial",17,1606.4,1,1,"valid","valid","nonreaders"
"1835",23794,6019167,"complete","EXPERIMENT1b","nonreaders","trial",18,1442,1,1,"valid","valid","nonreaders"
"1836",23806,6019167,"complete","EXPERIMENT1b","nonreaders","trial",19,1858.9,1,0,"valid","valid","nonreaders"
"1837",23818,6019167,"complete","EXPERIMENT1b","nonreaders","trial",20,6809,1,1,"valid","valid","nonreaders"
"1838",23830,6019167,"complete","EXPERIMENT1b","nonreaders","trial",21,1659,1,1,"valid","valid","nonreaders"
"1839",23842,6019167,"complete","EXPERIMENT1b","nonreaders","trial",22,1893.2,1,1,"valid","valid","nonreaders"
"1840",23854,6019167,"complete","EXPERIMENT1b","nonreaders","trial",23,2893.3,1,1,"valid","valid","nonreaders"
"1841",23884,6019165,"complete","EXPERIMENT1b","nonreaders","trial",1,2908.7,1,0,"invalid","invalid","nonreaders"
"1842",23896,6019165,"complete","EXPERIMENT1b","nonreaders","trial",2,2704.3,1,0,"valid","valid","nonreaders"
"1843",23908,6019165,"complete","EXPERIMENT1b","nonreaders","trial",3,750.8,1,1,"invalid","invalid","nonreaders"
"1844",23920,6019165,"complete","EXPERIMENT1b","nonreaders","trial",4,3404.9,1,0,"valid","valid","nonreaders"
"1845",23932,6019165,"complete","EXPERIMENT1b","nonreaders","trial",5,804.6,1,0,"invalid","invalid","nonreaders"
